ip_location,create_time,content,Topic,sentiment,Representation,Representative_Docs,theory,theme
Guangdong,2023-7-18 6:36,为小三生育打开大门！今后遗弃儿童将大大增加！,3,1,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Guangdong,2023-7-18 0:35,完全同意，走在时代最前线,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Anhui,2023-2-3 13:30,非婚小孩本来就该落户，不该生下来就被贴上标签,8,0,"['户口', '女方', '户口本', '结婚证', '男方', '落户', '上户', '小孩', '离婚', '前夫']","['没有 领 结婚证 孩子 户口', '错 孩子 生 户口', '户口 女方 没有 结婚证 小孩 迁 户口']",Deinstitutionalization of Marriage,Legislation
Chongqing,2023-6-25 0:09,有没有一种可能，就是大多数的婚姻在你的眼中都是不幸福的，然后看到幸福的家庭后认为幸福才是大多数。但现实中不可能有你认为的那些高精尖是大多数的情形，就拿学历来说，1000万的人口只有500万人能参加高考，500万中可能只有100万人可以上本科，如果按照所谓的高精尖座位标准的话，1000万人可能只有50万人符合你的标准，剩下950万人都是普通人。家庭贫穷，认知较少，没有行动力去改变的人她的婚姻不会比她的父母更好。诚然婚姻之中有的家庭贫穷但人憨厚善良，也会有幸福的家庭，但大多数人在认识到自己的普通后就不会努力去改善生活，只是去保持平庸就已经很不错了。本来这种大多数人的生活状态收到了你这种蛊惑，让那些能够保持的婚姻变得更加不稳定，让她们认为自己生活的低质量是因为嫁错了人或者是因为结婚。这是你为了吸引流量而进行的主观臆测，她们的低质量生活是因为她们本身的原因造成她们只能在普通人的范围内结婚，霸道总裁爱上灰姑娘的故事还是当成小说看看得了。现代社会肯定有女性通过婚姻改善生活的例子，但绝对不是大多数。你在这里这么蛊惑她们离婚，一个离婚带孩子的女性还想考二婚改善生活简直匪夷所思。,99,1,"['女性', '女人', '评论', '婚姻', '男人', '家庭', '孩子', '女生', '不用', '结婚']","['评论 区会 是因为 中国 发展 均衡 医疗 教育 已经 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '评论 区会 是因为 中国 发展 均衡 医疗 教育 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '普及 一下 婚姻法 \n 1 不领 结婚证 分开 顶多 算 分手 法律 头婚 \n 2 3 孩子 继承权 不用 承担 负债 \n 3 男方 男方 原生 家庭 欠下 债款 非婚 女方 孩子 不用 偿还 结婚 对象 承担 夫妻 共同 债务 \n 4 男方 犯罪 非婚 孩子 影响 上学 考公 合法婚姻 对象 必须 承担 女方 隐忍 报警 \n 5 . 不会 已婚 未育 找 不到 工作 \n 6 . 新 婚姻法 彩礼 退 嫁妆 赠予 法律 规定 本事 告 \n 7 : 没 结婚 打人 故意伤害 结婚证 打死 家庭 纠纷 结婚证 男人 合法 打人 保护伞 身强体壮 抗揍 打赢 太好了 \n 8 . 女方 遗产 赔偿 男方 男方 遗产 赔偿 父母 \n 重要 一条 妇科病 : 男性 带菌 发病 无症状 女性 接触 发病 女性 生理 结构 弱点']",Individualism,Individualism
Hebei,2023-2-4 13:41,四川不是夫妻也可以合法生孩子，请问在四川是不是父女、母子都可以生孩子啊？,185,0,"['合法', '违法', '已婚', '犯法', '判刑', '非法', '生子', '法律', '夫妻', '男要']","['一个 合法 孩子 先 结婚 离婚', '合法 生育', '觉得 挺 结婚 合法 孩子']",Deinstitutionalization of Marriage,Legislation
Henan,2023-7-18 7:34,道德没底线了。,104,1,"['底线', '道德', '毫无', '降低', '宣传', '上位', '没有', '下限', '突破', '标准']","['道德 底线 没', '没 道德 底线', '没 道德 没 底线']",Deinstitutionalization of Marriage,Morality
Anhui,2024-4-5 20:13,老大长的像妈妈，老二像爸爸,55,0,"['妈妈', '伟大', '母亲', '我妈', '母系社会', '尊重', '了不起', '勇敢', '母子', '平安']","['伟大 妈妈', '妈妈 真 伟大', '妈妈 太 伟大']",Individualism,Gender Equality
Liaoning,2022-10-20 16:35,国家现在不是鼓励生孩子吗？你只要生 咋生都不是问题,3,0,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Shandong,2024-6-14 13:48,唯一不好的就是未婚先孕不好听了,9,1,"['不能', '开玩笑', '王俊凯', '吴世勋', '千玺', '一颗', '一个', '边伯贤', '朴灿烈', '王鹤']","['易 烊 千玺 捐 一颗 没 开玩笑', '王俊凯 不能 捐 ? 没 开玩笑', '王俊凯 不能 捐 没 开玩笑']",Financial Cost,Healthcare
Gansu,2022-12-1 21:50,这个宝宝好像有一个问答视频耶！一岁的时候 超级可爱,43,0,"['可爱', '漂亮', '宝贝', '宝宝', '好看', '小可爱', '小女孩', '小宝贝', '帅气', '长得']","['宝宝 可爱', '宝宝 太 可爱', '宝宝 可爱']",Individualism,Diversity
Zhejiang,2023-7-18 6:40,这样宣传是在保护撒  小三。   看来以后会有很多恩怨情仇,91,1,"['宣传', '新闻', '没看', '这种', '值得', '报道', '垃圾', '营销', '媒体', '宣扬']","['这种 应该 宣传', '现在 宣传', '宣传']",Deinstitutionalization of Marriage,Morality
Shanghai,2023-7-18 11:53,啊不是，评论区里怎么都想着小三的事儿，未婚女性也有生育需求的呀，人家也是交了社保的呀…非得是小三才是单身生育吗,99,1,"['女性', '女人', '评论', '婚姻', '男人', '家庭', '孩子', '女生', '不用', '结婚']","['评论 区会 是因为 中国 发展 均衡 医疗 教育 已经 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '评论 区会 是因为 中国 发展 均衡 医疗 教育 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '普及 一下 婚姻法 \n 1 不领 结婚证 分开 顶多 算 分手 法律 头婚 \n 2 3 孩子 继承权 不用 承担 负债 \n 3 男方 男方 原生 家庭 欠下 债款 非婚 女方 孩子 不用 偿还 结婚 对象 承担 夫妻 共同 债务 \n 4 男方 犯罪 非婚 孩子 影响 上学 考公 合法婚姻 对象 必须 承担 女方 隐忍 报警 \n 5 . 不会 已婚 未育 找 不到 工作 \n 6 . 新 婚姻法 彩礼 退 嫁妆 赠予 法律 规定 本事 告 \n 7 : 没 结婚 打人 故意伤害 结婚证 打死 家庭 纠纷 结婚证 男人 合法 打人 保护伞 身强体壮 抗揍 打赢 太好了 \n 8 . 女方 遗产 赔偿 男方 男方 遗产 赔偿 父母 \n 重要 一条 妇科病 : 男性 带菌 发病 无症状 女性 接触 发病 女性 生理 结构 弱点']",Individualism,Individualism
Jiangsu,2023-7-18 9:15,回到原始社会,33,1,"['进步', '世风日下', '社会', '时代', '国家', '文明', '祖国', '发展', '退步', '回到']","['进步', '进步', '进步']",Deinstitutionalization of Marriage,Morality
Guangdong,2024-6-12 17:55,有个案子是 女方不让孩子做亲子鉴定，法院也同意不让孩子做，男方就不能做，被迫抚养,157,0,"['亲子鉴定', '拒绝', '男方', '鉴定', '亲子关系', '证据', '要求', '证明', '法院', '判定']","['男方 要求 亲子鉴定 女方 拒绝', '男方 亲子鉴定', '男方 亲子鉴定']",Deinstitutionalization of Marriage,Legislation
Guangdong,2023-7-18 7:27,这下好了，包养小三可以减轻负担了,16,1,"['三妻四妾', '一夫多妻', '有钱人', '富人', '富豪', '一妻多夫', '穷人', '纳妾', '老婆', '变相']","['以后 三妻四妾', '三妻四妾', '三妻四妾']",Deinstitutionalization of Marriage,Morality
Heilongjiang,2024-6-9 9:20,生活要为了自己活，怎么开心怎么活。有男人过日子就一定开心吗,13,0,"['男人', '男性', '女人', '男生', '男女平等', '光棍', '女生', '女孩', '干嘛', '支持']","['男人 死', '男人 真 没', '没 男人 死']",Individualism,Gender Equality
Jiangxi,2023-11-25 9:44,我没你有本事,58,0,"['真的假', '看到', '不早', '知道', '真的', '两点', '早点', '晚上', '原来', '太晚']","['看到', '看到 没有', '看到 没有']",Deinstitutionalization of Marriage,Morality
Guangdong,2024-6-7 20:08,光棍也包括你了,68,0,"['单身', '大龄', '剩女', '硕士', '光棍', '孤独', '88', '未婚', '学历', '付费']","['帅 单身', '单身', '单身']",Deinstitutionalization of Marriage,Marriage
Hubei,2024-6-8 3:31,我希望所有的女人都去父留子，这样也不用彼此招烦,1,0,"['父留子', '留子', '去母', '父留', '母留子', '去夫', '哈哈哈', '经济', '支持', '想法']","['笑 死 父留子', '“ 父留子 ”', '“ 父留子 ”']",Individualism,Individualism
Sichuan,2024-6-12 11:19,11这样好好看,112,0,"['漂亮', '美女', '好看', '老板', '颜值', '美好', '太漂亮', '这颜值', '很漂亮', '美丽']","['漂亮', '漂亮', '漂亮']",Individualism,Diversity
Shanghai,2024-6-12 13:52,别领证了 结婚吧,189,0,"['领证', '咱俩', '婚礼', '一件', '这领', '正确', '臭宝', '真香', '举办', '人心']","['领证', '领证', '领证']",Deinstitutionalization of Marriage,Marriage
Shanxi,2024-2-1 19:51,不领证被打了可以告对方故意伤害。领证被打了，也只是家庭纠纷。,143,0,"['家暴', '故意伤害', '纠纷', '领证', '挨打', '打死', '打人', '家庭', '坐牢', '打架']","['领证 家暴 算 故意伤害 领证 家庭 纠纷', '额 嫁 家暴 带 孩子', '领证 家暴 太']",Deinstitutionalization of Marriage,Legislation
Shandong,2023-7-17 16:25,your wish 朴志晟捐衣个,9,0,"['不能', '开玩笑', '王俊凯', '吴世勋', '千玺', '一颗', '一个', '边伯贤', '朴灿烈', '王鹤']","['易 烊 千玺 捐 一颗 没 开玩笑', '王俊凯 不能 捐 ? 没 开玩笑', '王俊凯 不能 捐 没 开玩笑']",Financial Cost,Healthcare
Guangxi,2022-10-25 21:59,对啊，开放试管婴儿！特别对于公务员来说，没有男人结婚根本要不了孩子,12,0,"['试管', '试管婴儿', '国内', '单身', '未婚', '允许', '移植', '医院', '取卵', '受孕']","['试管', '试管', '试管']",Financial Cost,Healthcare
Chongqing,2023-7-18 8:32,祝民政局早日关门大吉,88,0,"['政策', '国家', '出台', '这项', '民政局', '人贩子', '放宽', '放宽政策', '人性化', '嘲讽']","['政策', '政策 定', '政策']",Deinstitutionalization of Marriage,Legislation
Sichuan,2023-7-18 10:43,已婚，交了5年社保，参加工作8年，疫情被迫离职，结果期间怀孕，什么都没了，老家的城镇医疗保险也因为有社保就没有买简直傻了，白交那么多年社保,187,0,"['社保', '报销', '一金', '五险', '医保', '关系', '本来', '医疗保险', '没交五险', '交了']","['社保 报销', '社保 报销', '社保 报销']",Deinstitutionalization of Marriage,Legislation
Guangxi,2023-7-18 0:46,竟然还能自己生的,145,0,"['不生', '你生', '要生', '没生', '生日快乐', '想生', '我生', '理论', '快生', '生生生']","['想生', '酸去 觉得 没生 或许 看不惯 疯言疯语 起来', '爱 生 生 观众 旁观者 磕着 瓜子 看着 世界']",Deinstitutionalization of Marriage,Parenting Value
Hebei,2024-6-14 18:17,02年都结婚有小孩了,29,0,"['结婚', '生子', '孩子', '不生', '不用', '生娃', '随便', '生个', '不要', '婚姻']","['结婚 养 孩子', '结婚 孩子', '结婚 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Hunan,2024-4-7 17:44,好想成为她的员工,21,0,"['海洋', '全网', '老板', '争气', '佩服', '榜样', '配得', '外表', '那句', '身材']","['叶 海洋 生 养', '叶 海洋 高', '叶 海洋']",Individualism,Individualism
Jiangsu,2023-2-1 18:51,有利于专家,7,1,"['专家', '查查', '建议', '进步', '这位', '教授', '私生子', '是不是', '估计', '外面']","['专家', '搞 专家', '专家 住 帮']",Deinstitutionalization of Marriage,Morality
Zhejiang,2024-6-11 17:57,怎么发现全是好处,24,0,"['全是', '好处', '不全是', '这全', '全都', '妈呀', '感觉', '竟然', '我天', '尽说']","['全是 好处', '全是 好处', '全是 好处']",Individualism,Diversity
Guizhou,2024-6-9 23:34,笑死我,79,0,"['搞笑', '笑话', '可笑', '解说', '外孙', '弹幕', '挑着', '头像', '有意思', '幽默']","['搞笑', '搞笑', '听 蛮 搞笑']",Individualism,Diversity
Hubei,2023-7-11 17:17,我超，好酷,53,0,"['太酷', '好酷', '泰酷', '很酷', '超酷', '酷毙了', '真的', '天呐', '酷酷', '哇塞']","['太酷', '太酷', '太酷']",Individualism,Diversity
Hunan,2023-7-18 3:47,多生孩子国家闲人才有人养,3,1,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Shandong,2023-7-18 12:03,乱套了，道德底线没有了,104,1,"['底线', '道德', '毫无', '降低', '宣传', '上位', '没有', '下限', '突破', '标准']","['道德 底线 没', '没 道德 底线', '没 道德 没 底线']",Deinstitutionalization of Marriage,Morality
Shaanxi,2024-6-14 17:41,你好棒,126,0,"['加油', '努力', '起来', '加速', '你好', '真棒', '毫升', '五分钟', '很棒', '坚强']","['加油 想', '加油', '加油']",Individualism,Diversity
Sichuan,2023-2-4 12:49,可能这个专家就是个私生子吧他在维护他自己的权益,7,1,"['专家', '查查', '建议', '进步', '这位', '教授', '私生子', '是不是', '估计', '外面']","['专家', '搞 专家', '专家 住 帮']",Deinstitutionalization of Marriage,Morality
Yunnan,2023-11-16 22:28,问题来了，小孩生得些，谁来养？,176,0,"['养不起', '人养', '没人养', '谁养', '养难', '生恩', '呼噜', '我养', '好养', '养不活']","['养不起', '想 养不起', '养 养不起']",Financial Cost,Wealth
Fujian,2023-6-29 1:14,EXO能不能啊李洙赫能不能啊,80,0,"['医生', '医院', '体验', '主任', '几位', '结扎', '点个', '优秀', '走错', '万个']","['医生 真', '医生', '医生']",Financial Cost,Healthcare
Guangdong,2023-2-20 10:12,啥叫非婚生育呢？没结婚就生孩子无非当小三或者男的不负责，个人觉得前者别较多吧。自己选择别怪别的。,54,1,"['小三', '第三者', '原配', '破坏', '继承权', '私生子', '当小三', '三生', '歧视', '小三小四']","['小三 孩子 没有 继承权', '小三 孩子 尼', '… 小三 孩子']",Deinstitutionalization of Marriage,Morality
